"Downloaded on",03/05/2025,"13:18:52 EST"
"Search URL",https://www.congress.gov/search?pageSort=documentNumber%3Adesc&q=%7B%22congress%22%3A%5B%22109%22%5D%2C%22type%22%3A%22bills%22%2C%22party%22%3A%22Democratic%22%2C%22chamber%22%3A%22Senate%22%7D

,"Resize row height to view Amendment Text (Latest) as Excel may have collapsed cells with large texts."

"Legislation Number",URL,Congress,Title,Sponsor,"Party of Sponsor","Date of Introduction",Committees,"Latest Action","Latest Action Date",Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,"Number of Cosponsors",Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,"Number of Related Bills","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill Relationships Identified by","Related Bill Relationships Identified by","Related Bill Relationships Identified by","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Latest Summary","Amends Bill","Date Offered","Date Submitted","Date Proposed","Amendment Text (Latest)","Amends Amendment"
"S. 3716",https://www.congress.gov/bill/109th-congress/senate-bill/3716,"109th Congress (2005-2006)","A bill to designate the facility of the United States Postal Service located at 100 Pitcher Street in Utica, New York, as the ""Captain George A. Wood Post Office Building"".","Clinton, Hillary Rodham [Sen.-D-NY] (Introduced 07/24/2006)",Democratic,07/24/2006,"Senate - Homeland Security and Governmental Affairs","Read twice and referred to the Committee on Homeland Security and Governmental Affairs.",07/24/2006,"Schumer, Charles E. [Sen.-D-NY]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Officer personnel","Postal facilities","Armed Forces and National Security",Army,"New York State","Congressional tributes","Government Operations and Politics",Names,Commemorations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.4962,,,,,,,,,,,,CRS,,,"08/17/2006 Became Public Law No: 109-275.",,,,,,,,,,,"Designates the facility of the United States Postal Service located at 100 Pitcher Street in Utica, New York, as the ""Captain George A. Wood Post Office Building.""",,,,,,
"S. 3714",https://www.congress.gov/bill/109th-congress/senate-bill/3714,"109th Congress (2005-2006)","A bill to establish the Math and Science Teaching Corps.","Schumer, Charles E. [Sen.-D-NY] (Introduced 07/24/2006)",Democratic,07/24/2006,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",07/24/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Graduate education","Government Operations and Politics","Labor and Employment",Mathematics,Mentoring,"Overhead costs","Recruiting of employees",Scholarships,"Science, Technology, Communications","Scientific education","Secondary education","Social Welfare","Teacher education","Teacher salaries","Teacher supply and demand",Teachers,Teaching,"Technical education","College costs",Congress,"Congressional reporting requirements","Continuing education","Department of Education","Economics and Public Finance",Education,"Education of the disadvantaged","Educational accountability","Educational tests","Elementary and secondary education",Engineering,"Executive reorganization","Federal aid to education","Higher education",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.5871,,,,,,,,,,,,CRS,,,"09/28/2006 Referred to the Subcommittee on 21st Century Competitiveness.",,,,,,,,,,," <p>Mathematics and Science Teaching Corps Act of 2006 - Amends the Department of Education Organization Act to create a Math and Science Teaching Corps to significantly improve mathematics and science achievement among secondary school students. </p> <p>Requires the Director of the Corps to carry out a program that awards: (1) Math and Science Teaching Corps Fellowships for Prospective Teachers (MSTC Fellowships) to teachers possessing comprehensive subject area knowledge; (2) grants to partner institutions to pay the tuition, fees, and overhead costs of the fellows; and (3) grants to participating local educational agencies to pay the expenses associated with facilitating the induction and professional development services for the fellows.</p> <p>Requires MSTC Fellowship recipients to: (1) receive specified pedagogical training; (2) teach mathematics or science, for a specified stipend, in a public secondary school for four years, and participate in induction and professional development programs; (3) participate in additional weekend or summer professional development activities in their first two years of teaching; and (4) receive mentoring training in their third year of teaching, and provide mentoring in their fourth year.</p> <p>Requires the Director to carry out a program that awards Math and Science Teaching Corps Fellowships for Experienced Teachers (MSTC Master Fellowships). Requires an MSTC Master Fellowship recipient to: (1) continue to teach mathematics or science, for a specified stipend, in a secondary school of a participating agency for at least five of the seven years after receiving such fellowship; (2) serve as a leader and mentor within the individual's department and school; and (3) attend subject or pedagogy workshops offered by the participating local educational agency.</p> <p>Requires that at least 30% of the recipients in each category of fellowship teach at hard-to-staff schools. Provides bonus stipends to such recipients.</p>",,,,,,
"S. 3713",https://www.congress.gov/bill/109th-congress/senate-bill/3713,"109th Congress (2005-2006)","A bill to protect privacy rights associated with electronic and commercial transactions.","Clinton, Hillary Rodham [Sen.-D-NY] (Introduced 07/21/2006)",Democratic,07/21/2006,"Senate - Judiciary","Read twice and referred to the Committee on the Judiciary.",07/21/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Executive reorganization","Federal Trade Commission","Federal officials","Finance and Financial Sector","Foreign corporations","Foreign Trade and International Finance","Government Operations and Politics","Government paperwork","Governmental investigations",Health,"Health care industry","Administrative procedure","Identification devices","Identity theft","Independent regulatory commissions",Law,Legislation,"Liability (Law)","Managed care","Medical records","Military medicine",Negligence,"Office of Management and Budget","Right of privacy","Science, Technology, Communications","Small business",Subcontractors,Telephone,"Administrative remedies","Affiliated corporations","Armed Forces and National Security","Bank records","Civil Rights and Liberties, Minority Issues",Commerce,Congress,"Congressional reporting requirements","Consumer credit","Consumer education","Credit cards","Crime and Law Enforcement","Criminal justice information",Damages,"Department of Health and Human Services","Electronic data interchange",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Privacy Rights and OversighT for Electronic and Commercial Transactions Act of 2006 or the PROTECT Act - Prohibits any for profit entity that handles individuals' personal data from: (1) compromising the personal, nonpublic information of those individuals through theft, loss, data breach, or malfeasance; and (2) issuing credit or an account for services to an unauthorized individual or making an inaccurate change to a credit report as a result of identity theft. Exempts small business. Provides for the liability of violators.</p> <p>Amends the Gramm-Leach-Bliley Act to prohibit a financial institution from disclosing usage data relating to consumers to a nonaffiliated third party without the consumer's written authorization.</p> <p>Requires the President to designate a Chief Privacy Officer within the Office of Management and Budget.</p> <p>Requires agencies and entities to provide notice of breaches that result in the unauthorized access or disclosure of personally identifiable information to affected individuals and all major credit reporting services upon an individual's request.</p> <p>Directs the Federal Trade Commission (FTC) and each of the federal functional regulators to issue rules applicable to financial institutions concerning disclosures.</p> <p>Requires financial institutions to provide, upon a consumer's written request, a copy of all its information relating to the consumer and to not charge the consumer for one copy a year. Requires nationwide consumer reporting agencies to make free annual disclosures to consumers (currently, disclosure is only required upon request).</p> <p>Amends the Fair Credit Reporting Act to replace provisions about blocking the reporting of information with provisions concerning placing a security freeze on a consumer credit file. </p> <p>Prohibits, subject to exemptions, business enterprises from disclosing a U.S. resident's personally identifiable information to foreign parties. Prohibits health care businesses from terminating existing relationships with consumers to avoid the consumer objecting to such disclosure to foreign parties. Provides for the liability of enterprises and civil action. Requires the Secretary of Health and Health Services to revise regulations of the Health Insurance Portability and Accountability Act of 1996 (HIPAA) concerning notice of privacy protection given by covered entities that outsource protected health information outside the United States. Includes additional disclosure requirements concerning financial institutions that outsource information.</p> <p>Requires the FTC, the Federal Communications Commission (FCC), and the Attorney General to establish a Center for Telecommunications Records Privacy.</p> <p>Requires the FTC to issue new rules for federal agencies responsible for working with data processors to ensure the security and confidentiality of nonpublic personal information.</p> <p>Amends the Social Security Act to clarify that the provisions concerning the offense of wrongful disclosure of individually identifiable health information apply to individuals who knowingly use, obtain, or disclose information, regardless of how the information was obtained or the relation of the individual to the entity that maintains the information.</p> <p>Requires the Secretary to broaden HIPAA's scope. Reinstates provisions concerning consent to use and disclose information for treatment, payment, or health care operations.</p>",,,,,,
"S. 3710",https://www.congress.gov/bill/109th-congress/senate-bill/3710,"109th Congress (2005-2006)","A bill to amend the Elementary and Secondary Education Act of 1965 to improve retention of public elementary and secondary school teachers, and for other purposes.","Kennedy, Edward M. [Sen.-D-MA] (Introduced 07/20/2006)",Democratic,07/20/2006,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions. (text of measure as introduced: CR S8069-8070)",07/20/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Mentoring,Mathematics,"Recruiting of employees","School districts","Science, Technology, Communications","Scientific education","Secondary education","Social Welfare","Special education","Teacher education","Teacher supply and demand",Teachers,Teaching,"Community and school","Continuing education",Curricula,Disabled,"Economics and Public Finance",Education,"Education of the disadvantaged","Educational research","Educational technology","Educational tests","Elementary and secondary education","Elementary education","Federal aid to education","Higher education",Illiteracy,"Labor and Employment","Literacy programs","Paraprofessional school personnel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.5833,,,,,,,,,,,,CRS,,,"09/28/2006 Referred to the Subcommittee on 21st Century Competitiveness.",,,,,,,,,,," <p>Teacher Center Act of 2006 - Amends the Elementary and Secondary Education Act of 1965 to authorize the Secretary of Education to make grants to local educational agencies (LEAs) or consortiums of LEAs for the establishment and operation of new teacher centers or the support of existing centers. Requires that special consideration be given to high-need LEAs that serve a specified number or percentage of poor children and face difficulties in recruiting highly qualified teachers.</p> <p>Requires teacher centers established or supported with such funds to provide: (1) high-quality professional development to teachers that will enable them to help students improve their achievement and meet state academic standards; (2) teachers with information on developments in curricula, assessments, and educational research; and (3) training and support for new teachers. Lists other permissible uses of such funds by teacher centers. Conditions a center's receipt of such assistance on its operation under the supervision of a teacher center policy board, the majority of whose members must be representatives of, and selected by, the elementary and secondary school teachers to be served by the center.</p>",,,,,,
"S. 3705",https://www.congress.gov/bill/109th-congress/senate-bill/3705,"109th Congress (2005-2006)","A bill to amend title XIX of the Social Security Act to improve requirements under the Medicaid program for items and services furnished in or through an educational program or setting to children, including children with developmental, physical, or mental health needs, and for other purposes.","Kennedy, Edward M. [Sen.-D-MA] (Introduced 07/20/2006)",Democratic,07/20/2006,"Senate - Finance","Read twice and referred to the Committee on Finance. (text of measure as introduced: CR S8064-8066)",07/20/2006,"Dodd, Christopher J. [Sen.-D-CT]","Bingaman, Jeff [Sen.-D-NM]","Harkin, Tom [Sen.-D-IA]","Mikulski, Barbara A. [Sen.-D-MD]","Jeffords, James M. [Sen.-I-VT]","Murray, Patty [Sen.-D-WA]","Reed, Jack [Sen.-D-RI]","Schumer, Charles E. [Sen.-D-NY]","Clinton, Hillary Rodham [Sen.-D-NY]","Dayton, Mark [Sen.-D-MN]","Stabenow, Debbie [Sen.-D-MI]","Levin, Carl [Sen.-D-MI]","Johnson, Tim [Sen.-D-SD]","Cantwell, Maria [Sen.-D-WA]","Akaka, Daniel K. [Sen.-D-HI]","Smith, Gordon H. [Sen.-R-OR]","Feinstein, Dianne [Sen.-D-CA]","Boxer, Barbara [Sen.-D-CA]","Durbin, Richard J. [Sen.-D-IL]","Menendez, Robert [Sen.-D-NJ]","Rockefeller, John D., IV [Sen.-D-WV]","Lincoln, Blanche L. [Sen.-D-AR]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,Law,"Health maintenance organizations",Medicaid,"Medical fees","Medical screening","Medical tests","Medically uninsured","Poor children","School health programs","Social Welfare","Transportation and Public Works","Travel costs","Administrative procedure","Child health","Competitive bidding","Department of Education","Department of Health and Human Services",Disabled,"Economics and Public Finance",Education,"Elementary and secondary education",Families,"Federal aid to child health services","Government contractors","Government Operations and Politics",Health,"Health insurance","Managed care",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.5834,,,,,,,,,,,,CRS,,,"08/01/2006 Referred to the Subcommittee on Health.",,,,,,,,,,," <p>Protecting Children's Health in Schools Act of 2006 - Amends title XIX (Medicaid) and XXI (State Children's Health Insurance) (SCHIP) of the Social Security Act (SSA) to establish requirements for providing and receiving reimbursement for school-based health care for children, including children with special needs, and the related administrative and transportation costs covered under Medicaid. Includes health care provided through Medicaid managed care organizations.</p> <p></p> <p></p> <p>Directs the Secretary of Health and Human Services and the Secretary of Education, acting jointly, to develop and implement a uniform methodology for claims under this Act.</p>",,,,,,
"S. 3704",https://www.congress.gov/bill/109th-congress/senate-bill/3704,"109th Congress (2005-2006)","A bill to amend title XIX of the Social Security Act to require staff working with developmentally disabled individuals to call emergency services in the event of a life-threatening situation.","Menendez, Robert [Sen.-D-NJ] (Introduced 07/20/2006)",Democratic,07/20/2006,"Senate - Finance","Read twice and referred to the Committee on Finance. (text of measure as introduced: CR S8064)",07/20/2006,"Lautenberg, Frank R. [Sen.-D-NJ]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Brain,Disabled,"Emergency communication systems","Emergency Management","Emergency medicine",Telephone,"Government paperwork",Health,Medicaid,"Science, Technology, Communications","Social Welfare","Government Operations and Politics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.1649,,,,,,,,,,,,CRS,,,"07/26/2005 Sponsor introductory remarks on measure. (CR H6434)",,,,,,,,,,," <p>Danielle's Act - Amends title XIX (Medicaid) of the Social Security Act to require state Medicaid plans to require staff working with individuals with a developmental disability or traumatic brain injury to call emergency services in the event of a life-threatening situation.</p>",,,,,,
"S. 3702",https://www.congress.gov/bill/109th-congress/senate-bill/3702,"109th Congress (2005-2006)","A bill to provide for the safety of migrant seasonal agricultural workers.","Feinstein, Dianne [Sen.-D-CA] (Introduced 07/20/2006)",Democratic,07/20/2006,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions. (text of measure as introduced: CR S8062)",07/20/2006,"Snowe, Olympia J. [Sen.-R-ME]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Administrative procedure","Transportation and Public Works","Agricultural machinery","Agriculture and Food","Department of Labor","Government Operations and Politics",Health,"Labor and Employment",Law,"Migrant labor","Motor buses","Motor vehicle safety","Occupational health and safety","Seasonal labor","Seat belts",Standards,"Agricultural labor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Farm and Forestry Worker Transportation Safety Act - Directs the Secretary of Labor, in promulgating vehicle safety standards under the Migrant and Seasonal Agricultural Worker Protection Act, to ensure that designated seats with operational seat belts are provided for the transportation of agricultural workers, with an exception for buses otherwise not federally required to have seat belts. </p> <p>Requires the Secretary of Transportation to issue minimum performance requirements for the strength of seats and the attachment of seats and seat belts in vehicles that are converted, after being sold for purposes other than resale, for the purpose of transporting such workers.</p> <p>Requires, effective seven years after enactment of this Act, vehicles converted for transport of such workers to provide the same level of safety as vehicles manufactured or altered for such purpose prior to being sold for purposes other than resale.",,,,,,
"S. 3700",https://www.congress.gov/bill/109th-congress/senate-bill/3700,"109th Congress (2005-2006)","A bill to amend title 4, United States Code, to add National Korean War Veterans Armistice Day to the list of days on which the flag should especially be displayed.","Clinton, Hillary Rodham [Sen.-D-NY] (Introduced 07/20/2006)",Democratic,07/20/2006,"Senate - Judiciary","Sponsor introductory remarks on measure. (CR S8190)",07/25/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Armed Forces and National Security",Armistices,Commemorations,"Special days",History,"Korean War, 1950-1953","Military history",Flags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.4922,,,,,,,,,,,,CRS,,,"03/09/2006 Referred to the House Committee on the Judiciary.",,,,,,,,,,," Korean War Veterans Recognition Act of 2006 - Adds National Korean War Veterans Armistice Day, July 27, to the list of days on which the flag of the United States should be displayed.",,,,,,
"S. 3695",https://www.congress.gov/bill/109th-congress/senate-bill/3695,"109th Congress (2005-2006)","A bill to amend the Federal Food, Drug, and Cosmetic Act to prohibit the marketing of authorized generic drugs.","Rockefeller, John D., IV [Sen.-D-WV] (Introduced 07/19/2006)",Democratic,07/19/2006,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions. (text of measure as introduced: CR S7928)",07/19/2006,"Leahy, Patrick J. [Sen.-D-VT]","Schumer, Charles E. [Sen.-D-NY]","Kohl, Herb [Sen.-D-WI]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Commerce,"Drug approvals",Health,"Generic drugs","Drug industry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.5993,,,,,,,,,,,,CRS,,,"08/01/2006 Referred to the Subcommittee on Health.",,,,,,,,,,," <p>Amends the Federal Food, Drug, and Cosmetic Act to prohibit a holder of a new, approved drug application from manufacturing, marketing, selling, or distributing a generic version of such drug during any exclusivity period granted to manufacturers of generic brands. </p>",,,,,,
"S. 3694",https://www.congress.gov/bill/109th-congress/senate-bill/3694,"109th Congress (2005-2006)","A bill to increase fuel economy standards for automobiles, and for other purposes.","Obama, Barack [Sen.-D-IL] (Introduced 07/19/2006)",Democratic,07/19/2006,"Senate - Finance","Read twice and referred to the Committee on Finance.",07/19/2006,"Biden, Joseph R., Jr. [Sen.-D-DE]","Lugar, Richard G. [Sen.-R-IN]","Bingaman, Jeff [Sen.-D-NM]","Harkin, Tom [Sen.-D-IA]","Durbin, Richard J. [Sen.-D-IL]","Smith, Gordon H. [Sen.-R-OR]","Coleman, Norm [Sen.-R-MN]","Schumer, Charles E. [Sen.-D-NY]","Cantwell, Maria [Sen.-D-WA]","Specter, Arlen [Sen.-R-PA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"Administrative procedure",Trucks,"Automobile engines","Automobile industry",Automobiles,Cartels,Commerce,Congress,"Cost effectiveness","Defense budgets","Energy prices","Energy security","Energy supplies","Environmental Protection","Finance and Financial Sector","Foreign Trade and International Finance","Fuel consumption",Gasoline,"Government Operations and Politics","Governmental investigations",Imports,"Income tax","Industrial buildings","International Affairs","Labor and Employment",Law,"Motor vehicle pollution control",Petroleum,"Research and development","Science, Technology, Communications",Standards,"Tax credits",Taxation,"Department of Transportation","Economics and Public Finance","Electric vehicles","Employee training",Energy,"Energy efficiency","Transportation and Public Works","Transportation research","Armed Forces and National Security",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Fuel Economy Reform Act - Amends federal transportation law to: (1) revise the definition of automobile to require including all automobiles up to 10,000 pounds (currently, not all automobiles up to 10,000 pounds are required to be included in the definition); and (2) continue applying the current minimum corporate average fuel economy (CAFE) standards for non-passenger and passenger automobiles to automobiles manufactured through model year 2011, but, for passenger automobiles, adds an increase of four percent per year in such standard for model years 2009 through 2011.</p> <p>Requires an average fuel economy standard of 27.5 miles per gallon for all automobiles manufactured by all manufacturers for model year 2012, with an increase of four percent in the average fuel economy from the level for the prior model year for model year 2013 and beyond.</p> <p>Requires the average fuel economy standard in a model year for a manufacturer's domestic and foreign fleetwide passenger automobiles under calculation of average fuel economy provisions to be at least 92% of the average fuel economy projected by the Secretary for the combined domestic and foreign fleets manufactured by all manufacturers in that model year.</p> <p>Permits lower fuel economy standards if the minimum standards: (1) are technologically unachievable; (2) materially reduce auto safety; or (3) are not cost effective.</p> <p>Allows, with a specified exception, the selling of credits between manufacturers.</p> <p>Amends the Internal Revenue Code to: (1) terminate the limitation on the number of new qualified hybrid and advanced lean burn technology vehicles eligible for the alternative motor vehicle credit; and (2) allow an advanced technology motor vehicles manufacturing credit.</p>",,,,,,
