"Downloaded on",03/04/2025,"18:40:15 EST"
"Search URL",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22chamber%22%3A%22Senate%22%2C%22type%22%3A%22bills%22%2C%22party%22%3A%5B%22Republican%22%2C%22Independent%22%5D%2C%22congress%22%3A%5B%22110%22%5D%7D

,"Resize row height to view Amendment Text (Latest) as Excel may have collapsed cells with large texts."

"Legislation Number",URL,Congress,Title,Sponsor,"Party of Sponsor","Date of Introduction",Committees,"Latest Action","Latest Action Date",Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,"Number of Cosponsors",Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,"Number of Related Bills","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill Relationships Identified by","Related Bill Relationships Identified by","Related Bill Relationships Identified by","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Latest Summary","Amends Bill","Date Offered","Date Submitted","Date Proposed","Amendment Text (Latest)","Amends Amendment"
"S. 3704",https://www.congress.gov/bill/110th-congress/senate-bill/3704,"110th Congress (2007-2008)","A bill to authorize additional Federal Bureau of Investigation field agents to investigate financial crimes.","Snowe, Olympia J. [Sen.-R-ME] (Introduced 11/19/2008)",Republican,11/19/2008,"Senate - Judiciary","Read twice and referred to the Committee on the Judiciary.",11/19/2008,"Whitehouse, Sheldon [Sen.-D-RI]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Federal law enforcement officers",Authorization,"Bank failures","Bank fraud","Crime and Law Enforcement","Criminal investigation","Recruiting of employees","Economics and Public Finance","Federal Bureau of Investigation (FBI)","Finance and Financial Sector","Government Operations and Politics","Insider trading in securities","Department of Justice",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,," <p>FBI Priorities Act of 2008 - Authorizes appropriations for FY2009-FY2013 to fund 1,000 additional Federal Bureau of Investigation (FBI) field agents to investigate financial crimes.</p>",,,,,,
"S. 3703",https://www.congress.gov/bill/110th-congress/senate-bill/3703,"110th Congress (2007-2008)","A bill to ensure efficiency and fairness in the awarding of Federal contracts in connection with natural disaster reconstruction efforts.","Vitter, David [Sen.-R-LA] (Introduced 11/19/2008)",Republican,11/19/2008,"Senate - Homeland Security and Governmental Affairs","Read twice and referred to the Committee on Homeland Security and Governmental Affairs.",11/19/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Commerce,"Disaster relief","Emergency Management","Environmental Protection",Subcontractors,"Government Operations and Politics","Government procurement","Refuse and refuse disposal","Government contractors",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,," <p>Local Disaster Contracting Fairness Act of 2008 - Prohibits the head of an executive agency from entering into an agreement for debris removal or demolition services in connection with natural disaster reconstruction efforts unless the agreement specifies that: (1) all of the work under the contract will be performed by the prime contractor or one or more subcontractors at one tier under the contract; (2) any work performed under the contract by subcontractors will be performed by local subcontractors, except to the extent that local subcontractors are not available to perform any such work; (3) the prime contractor will act as the project manager or construction manager for the contract; and (4) the prime contractor has primary responsibility for managing all work under the contract and is to be paid a certain percentage of the overall value of the contract as sole compensation for assuming the risk associated with such responsibility. </p><p>Requires the agency head, in entering into an agreement for debris removal or demolition services in connection with natural disaster reconstruction efforts, to give preference in the source selection process to each offeror who certifies that any work that is to be performed under the contract by subcontractors will be performed by local subcontractors. </p>",,,,,,
"S. 3702",https://www.congress.gov/bill/110th-congress/senate-bill/3702,"110th Congress (2007-2008)","A bill to provide for full and open competition for Federal contracts related to natural disaster reconstruction efforts.","Vitter, David [Sen.-R-LA] (Introduced 11/19/2008)",Republican,11/19/2008,"Senate - Homeland Security and Governmental Affairs","Read twice and referred to the Committee on Homeland Security and Governmental Affairs.",11/19/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Commerce,"Competitive bidding",Congress,"Congressional oversight","Construction industries","Disaster relief","Emergency Management","Government Operations and Politics","Government procurement","Government publicity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,," <p>Natural Disaster Fairness in Contracting Act of 2008 - Requires agencies, in entering into a contract to procure property or services in connection with natural disaster reconstruction efforts, to use specified competitive procedures.</p><p>Allows agencies to enter into a contract to procure property or services in connection with such reconstruction efforts using other than full and open competition only upon the written approval of the President or the President's designee. Requires congressional notification when procedures other than full and open competitive procedures are to be used.</p><p>Instructs agencies that enter into a contract for the procurement of property or services in connection with such reconstruction efforts through the use of other than full and open competitive procedures to publish in the Federal Register or Federal Business Opportunities and otherwise make available to the public specified information concerning the contract.</p><p>Permits the use of noncompetitive procedures by agencies when: (1) a contract will be performed within a six-month period; and (2) the need for the property or services is of such an unusual and compelling urgency that the government would otherwise be seriously injured.</p>",,,,,,
"S. 3699",https://www.congress.gov/bill/110th-congress/senate-bill/3699,"110th Congress (2007-2008)","A bill to direct the Administrator of the Small Business Administration to reform and improve the HUBZone program for small business concerns, and for other purposes.","Snowe, Olympia J. [Sen.-R-ME] (Introduced 11/19/2008)",Republican,11/19/2008,"Senate - Small Business and Entrepreneurship","Read twice and referred to the Committee on Small Business and Entrepreneurship. (text of measure as introduced: CR S10662-10663)",11/19/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Government paperwork",Maps,"Small business","Government Operations and Politics","Depressed areas","Economics and Public Finance",Commerce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,," <p>HUBZone Improvement Act of 2008 - Directs the Administrator of the Small Business Administration (SBA) to: (1) correct and update the map used by the SBA to identify HUBZones (historically underutilized business zones) and to ensure that it is updated on a more frequent basis; (2) develop and implement guidance for determining whether an applicant is a qualified HUBZone small business; (3) establish a date for elimination of the backlog of applications for recertification as a qualified HUBZone small business; (4) ensure that the SBA eliminates the backlog by such date; (5) establish and implement a time period for completing a recertification; and (6) develop and implement plans to assess the effectiveness of the HUBZone program.</p>",,,,,,
"S. 3697",https://www.congress.gov/bill/110th-congress/senate-bill/3697,"110th Congress (2007-2008)","A bill to amend the Emergency Economic Stabilization Act to require approval by the Congress for certain expenditures for the Troubled Asset Relief Program.","Inhofe, James M. [Sen.-R-OK] (Introduced 11/19/2008)",Republican,11/19/2008,"Senate - Banking, Housing, and Urban Affairs","Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",11/19/2008,"Coburn, Tom [Sen.-R-OK]","Barrasso, John [Sen.-R-WY]","Shelby, Richard C. [Sen.-R-AL]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Bank failures",Congress,"Congressional oversight","Legislative resolutions","Economics and Public Finance","Finance and Financial Sector","Financial crises","Economic stabilization",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,H.R.7276,S.3683,S.3694,,,,,,,,CRS,,,"11/19/2008 Referred to the House Committee on Financial Services.","11/17/2008 Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.","11/19/2008 Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",,,,,,,," <p>Amends the Emergency Economic Stabilization Act to revise the process for exercising the authority of the Secretary of the Treasury to make purchases of troubled assets in any amount in excess of the $350 billion previously obligated.</p> <p>Changes the Joint Resolution of Disapproval, regarding the exercise of such authority, to a Joint Resolution of Approval. Prohibits the Secretary, that is, from exercising any authority to make any such purchases unless within 15 calendar days after Congress receives a report of the Secretary's plan to exercise the authority, a joint resolution approving the plan is enacted into law.</p>",,,,,,
"S. 3696",https://www.congress.gov/bill/110th-congress/senate-bill/3696,"110th Congress (2007-2008)","A bill to establish a grant program to encourage retooling of entities in the timber industry in Alaska, and for other purposes.","Stevens, Ted [Sen.-R-AK] (Introduced 11/19/2008)",Republican,11/19/2008,"Senate - Environment and Public Works","Read twice and referred to the Committee on Environment and Public Works.",11/19/2008,"Murkowski, Lisa [Sen.-R-AK]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Alaska,Commerce,"Construction industries","Conversion of industries","Economics and Public Finance","Transportation and Public Works",Infrastructure,Logging,"Lumber trade","Public Lands and Natural Resources","Road construction",Grants-in-aid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,," <p>Alaska Timber Industry Fairness Act - Establishes a two-year grant program for retooling projects that are designed to facilitate the economic adjustment of specified timber entities by allowing them to: (1) improve or alter their business and practices to become more competitive within the timber industry; or (2) shift to a type of business that is not related to the timber industry. </p><p>Authorizes the Assistant Secretary for Economic Development of the Department of Commerce to provide grants under such program to any entity that operated in the timber industry in Alaska on January 1, 2008, that operated in Alaska for not less than 10 years, and that can demonstrate that it has been harmed by federal laws or regulations relating to the timber industry, including the United States Forest Service's policies and land management plans completed pursuant to National Environmental Policy Act of 1969.</p><p>Sets forth provisions concerning eligible uses of grant funding.</p><p>Treats a grant recipient as a small business concern owned or controlled by socially and economically disadvantaged individuals (as that term is defined in the Small Business Act) for three years after the grant was approved.</p>",,,,,,
"S. 3695",https://www.congress.gov/bill/110th-congress/senate-bill/3695,"110th Congress (2007-2008)","A bill to require a 50-hour workweek for Federal prison inmates, to reform inmate work programs, and for other purposes.","Ensign, John [Sen.-R-NV] (Introduced 11/19/2008)",Republican,11/19/2008,"Senate - Judiciary","Read twice and referred to the Committee on the Judiciary.",11/19/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Hours of labor","Government Operations and Politics","Manufacturing industries","Prison labor","Rehabilitation of criminals",Subcontractors,Commerce,"Compensation for victims of crime",Congress,"Congressional investigations","Congressional reporting requirements","Crime and Law Enforcement","Federal Prison Industries, Inc.","Government corporations","Labor and Employment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,," <p>Prisoner Opportunity, Work, and Education Requirement Act or the POWER Act - Amends the Crime Control Act of 1990 to require federal prison inmates to: (1) work for not less than 50 hours weekly; and (2) engage in job training and educational and life skills preparation study. </p><p>Requires Federal Prison Industries (a government corporation) to employ inmates in manufacturing activities by subcontracting with private sector contractors. Requires inmate wages earned in a 50-hour work week program to be used for the costs of incarceration, victim restitution, inmate expenses, and related state and local prisoner programs.</p><p>Repeals certain provisions restricting the funding of, and purchase of products from, Federal Prison Industries and prohibiting a public private competition for work performed by employees of the Bureau of Prisons and Federal Prison Industries.</p><p>Directs the Attorney General to establish the Foreign Labor Substitute Panel to review pilot projects by U.S. companies for the manufacture of goods by federal convicts that would otherwise be manufactured by foreign labor.</p><p>Revises federal criminal code provisions to restate the mission, operating objectives, performance standards, and other requirements for Federal Prison Industries.</p><p>Requires the Comptroller General to provide for annual independent evaluations of the operations of Federal Prison Industries and to report to Congress on such evaluations (currently, the Board of Directors of Federal Prison Industries is required to report to Congress). </p>",,,,,,
"S. 3694",https://www.congress.gov/bill/110th-congress/senate-bill/3694,"110th Congress (2007-2008)","A bill to amend the Emergency Economic Stabilization Act to limit obligations to $350,000,000,000, absent majority approval by the Congress.","Sanders, Bernard [Sen.-I-VT] (Introduced 11/19/2008)",Independent,11/19/2008,"Senate - Banking, Housing, and Urban Affairs","Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",11/19/2008,"Inhofe, James M. [Sen.-R-OK]","Lincoln, Blanche L. [Sen.-D-AR]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Bank failures",Congress,"Congressional oversight","Legislative resolutions","Economics and Public Finance","Finance and Financial Sector","Financial crises","Economic stabilization",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,H.R.7276,S.3683,S.3697,,,,,,,,CRS,,,"11/19/2008 Referred to the House Committee on Financial Services.","11/17/2008 Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.","11/19/2008 Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",,,,,,,," <p>Amends the Emergency Economic Stabilization Act to revise the process for exercising the authority of the Secretary of the Treasury to make purchases of troubled assets in any amount in excess of the $350 billion previously obligated.</p> <p>Changes the Joint Resolution of Disapproval, regarding the exercise of such authority, to a Joint Resolution of Approval. Prohibits the Secretary, that is, from exercising any authority to make any such purchases unless within 15 calendar days after Congress receives a report of the Secretary's plan to exercise the authority, a joint resolution approving the plan is enacted into law.</p> <p></p>",,,,,,
"S. 3693",https://www.congress.gov/bill/110th-congress/senate-bill/3693,"110th Congress (2007-2008)","A bill to limit the amount of compensation for employees and executives of financial institutions assisted under the Troubled Asset Relief Program, and for other purposes.","Sanders, Bernard [Sen.-I-VT] (Introduced 11/19/2008)",Independent,11/19/2008,"Senate - Banking, Housing, and Urban Affairs","Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",11/19/2008,"Boxer, Barbara [Sen.-D-CA]","Lincoln, Blanche L. [Sen.-D-AR]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Bank employees","Bank failures","Economic stabilization","Economics and Public Finance",Salaries,"Finance and Financial Sector","Financial crises","Government Operations and Politics","Presidential compensation","Executive compensation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,," <p>Stop the Greed on Wall Street Act - Amends the Emergency Economic Stabilization Act of 2008 to limit the amount of aggregate annual compensation for employees and executives of financial institutions assisted under the Troubled Asset Relief Program (TARP) to the salary of the President of the United States. </p>",,,,,,
"S. 3692",https://www.congress.gov/bill/110th-congress/senate-bill/3692,"110th Congress (2007-2008)","A bill to rescind Treasury Notice 2008-83.","Sanders, Bernard [Sen.-I-VT] (Introduced 11/19/2008)",Independent,11/19/2008,"Senate - Finance","Read twice and referred to the Committee on Finance.",11/19/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Administrative procedure","Bank mergers","Department of the Treasury","Income tax",Taxation,Law,Losses,"Tax deductions","Internal revenue law",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.7300,,,,,,,,,,CRS,,,"11/20/2008 Referred to the House Committee on Ways and Means.",,,,,,,,,," <p>Renders Treasury Notice 2008-83 (suspending restrictions on the offset of net operating losses and unrealized built-in losses against the taxable income of certain corporate entities that acquire or merge with other entities) null and void and of no effect.</p>",,,,,,
"S. 3691",https://www.congress.gov/bill/110th-congress/senate-bill/3691,"110th Congress (2007-2008)","A bill to amend the Commodity Exchange Act to require reporting and recordkeeping for positions involving credit-default swaps, to grant the Federal Reserve Board authority over investment-bank holding companies, and for other purposes.","Collins, Susan M. [Sen.-R-ME] (Introduced 11/19/2008)",Republican,11/19/2008,"Senate - Banking, Housing, and Urban Affairs","Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",11/19/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Securities fraud","Securities and Exchange Commission","Administrative procedure","Bank holding companies","Commodity Futures Trading Commission","Commodity exchanges","Federal advisory bodies","Federal Reserve System","Finance and Financial Sector","Futures trading","Government Operations and Politics","Independent regulatory commissions","Investment banking",Law,"Swaps (Finance)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,," <p>Financial Regulation Reform Act of 2008 - Amends the Commodity Exchange Act to: (1) subject credit-default swap trading clearinghouses to regulation by the Commodity Futures Trading Commission (CFTC); and (2) direct the CFTC to set reporting and recordkeeping requirements for positions involving credit-default swaps.</p> <p>Grants the Federal Reserve Board authority over investment-bank holding companies.</p> <p>Directs the Securities and Exchange Commission (SEC) to issue final rules to: (1) designate clearinghouses for credit-default swaps; and (2) prohibit fraudulent, deceptive, or manipulative acts or practices in connection with such swaps.</p> <p>Establishes a temporary Commission on Financial Regulatory Reform to review the financial regulatory structure and propose a comprehensive framework for fundamental reform of financial regulation in the United States.</p>",,,,,,
"S. 3687",https://www.congress.gov/bill/110th-congress/senate-bill/3687,"110th Congress (2007-2008)","A bill to prohibit the admission of an alien who was detained as an enemy combatant at Guantanamo Bay, Cuba unless the President determines that such admission is consistent with the national security of the United States, and for other purposes.","Vitter, David [Sen.-R-LA] (Introduced 11/17/2008)",Republican,11/17/2008,"Senate - Judiciary","Read twice and referred to the Committee on the Judiciary.",11/17/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Aliens,"Armed Forces and National Security","Caribbean area","Crime and Law Enforcement",Cuba,"Detention of persons",Visas,Immigration,"Latin America","Military bases","Presidential powers",Prisoners,"Government Operations and Politics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,," <p>Protection from Enemy Combatants Act - Defines a &quot;covered alien&quot; as an alien who was detained as an enemy combatant by the United States at Guantanamo Bay, Cuba.</p> <p>Prohibits: (1) a U.S. court from ordering the release or parole into the United States of a covered alien; (2) the Secretary of State from issuing any visa to a covered alien that would permit such alien to enter, or be admitted to, the United States; and (3) the Secretary of Homeland Security from admitting or providing any type of immigration status to a covered alien that would permit such alien to enter, or be admitted to, the United States.</p> <p>Authorizes the President to waive restrictions by the Secretaries if consistent with U.S. national security.</p>",,,,,,
"S. 3686",https://www.congress.gov/bill/110th-congress/senate-bill/3686,"110th Congress (2007-2008)","A bill to establish an Office of Foreclosure Evaluation to coordinate the responsibilities of the Department of the Treasury, the Department of Housing and Urban Development, the Federal Housing Administration, the Federal Housing Finance Agency, the Neighborhood Reinvestment Corporation, the Federal Deposit Insurance Corporation, the Board of Governors of the Federal Reserve System, and other Federal Government entities regarding foreclosure prevention, and for other purposes.","Specter, Arlen [Sen.-R-PA] (Introduced 11/17/2008)",Republican,11/17/2008,"Senate - Banking, Housing, and Urban Affairs","Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",11/17/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Congress,"Social Welfare",Counseling,"Department of the Treasury","Economics and Public Finance","Executive reorganization","Federal aid to housing","Finance and Financial Sector",Foreclosure,"Government Operations and Politics","Governmental investigations","Home ownership","Housing and Community Development",Law,"Legal aid",Mediation,Mortgages,"Personal budgets","Congressional reporting requirements",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,," <p>Foreclosure Diversion and Residential Mortgage Loan Modification Act - Amends the Emergency Economic Stabilization Act of 2008 to establish, in the Office of Domestic Finance of the Department of the Treasury, the Office of Foreclosure Evaluation (OFE), headed by a Director responsible for coordinating the foreclosure prevention responsibilities of the Department of the Treasury, the Department of Housing and Urban Development, the Federal Housing Administration, the Federal Housing Finance Agency, the Neighborhood Reinvestment Corporation, the Federal Deposit Insurance Corporation (FDIC), the Board of Governors of the Federal Reserve System, and other federal government entities.</p> <p>Requires the Director to study and report to Congress on: (1) the barriers to reasonable and timely residential mortgage loan modifications to prevent foreclosure of home loans; as well as (2) the success of programs designed to prevent foreclosures.</p> <p>Establishes a Working Group on Foreclosure Prevention, chaired by the Director, to: (1) improve coordination of federal government efforts to prevent foreclosure and permit homeowners to remain in their homes; (2) build the capacity of federal, state, and local entities and nonprofit organizations to offer housing counseling and pro bono legal services to homeowners in areas that lack sufficient services; (3) share information and best practices concerning foreclosure prevention programs; and (4) review and provide input regarding the criteria used by the Chairperson, as OFE Director, to certify foreclosure prevention programs.</p> <p>Amends the Housing and Economic Recovery Act of 2008 to allow the use of amounts available for redevelopment of abandoned and foreclosed homes to fund state and local mortgage foreclosure prevention programs that support or require counseling, conciliation, and mediation prior to sheriff sale or foreclosure.</p> <p>Makes organizations certified by the OFE eligible for grants to provide a range of financial education and counseling services to prospective homebuyers.<br> </p>",,,,,,
"S. 3683",https://www.congress.gov/bill/110th-congress/senate-bill/3683,"110th Congress (2007-2008)","A bill to amend the Emergency Economic Stabilization Act to require approval by the Congress for certain expenditures for the Troubled Asset Relief Program.","Inhofe, James M. [Sen.-R-OK] (Introduced 11/17/2008)",Republican,11/17/2008,"Senate - Banking, Housing, and Urban Affairs","Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",11/17/2008,"Roberts, Pat [Sen.-R-KS]","Vitter, David [Sen.-R-LA]","DeMint, Jim [Sen.-R-SC]","Sanders, Bernard [Sen.-I-VT]","Enzi, Michael B. [Sen.-R-WY]","Wicker, Roger F. [Sen.-R-MS]","Barrasso, John [Sen.-R-WY]","Shelby, Richard C. [Sen.-R-AL]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Finance and Financial Sector","Financial crises","Legislative resolutions","Economics and Public Finance",Congress,"Congressional oversight","Economic stabilization","Bank failures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,H.R.7276,S.3694,S.3697,,,,,,,,CRS,,,"11/19/2008 Referred to the House Committee on Financial Services.","11/19/2008 Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",,,,,,,,," <p>Amends the Emergency Economic Stabilization Act to revise the limitation on the Secretary of the Treasury's authority to purchase troubled assets through the Troubled Assets Relief Program (TARP).</p> <p></p> <p>Changes the Joint Resolution of Disapproval, regarding authority to purchase troubled assets, to a Joint Resolution of Approval. Prohibits the Secretary, that is, from exercising any authority to make any such purchases with regard to any TARP amount authorized, and unobligated as of November 14, 2008, unless within 15 calendar days after Congress receives a report of the Secretary's plan to exercise such authority, a joint resolution approving the plan is enacted into law.</p>",,,,,,
