"Downloaded on",03/04/2025,"18:23:45 EST"
"Search URL",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22chamber%22%3A%22Senate%22%2C%22type%22%3A%22bills%22%2C%22party%22%3A%5B%22Republican%22%2C%22Independent%22%5D%2C%22congress%22%3A%2295%22%7D

,"Resize row height to view Amendment Text (Latest) as Excel may have collapsed cells with large texts."

"Legislation Number",URL,Congress,Title,Sponsor,"Party of Sponsor","Date of Introduction",Committees,"Latest Action","Latest Action Date",Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,"Number of Cosponsors",Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,"Number of Related Bills","Related Bill","Related Bill","Related Bill","Related Bill Relationships Identified by","Related Bill Relationships Identified by","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Latest Summary","Amends Bill","Date Offered","Date Submitted","Date Proposed","Amendment Text (Latest)","Amends Amendment"
"S. 3603",https://www.congress.gov/bill/95th-congress/senate-bill/3603,"95th Congress (1977-1978)","A Bill for the relief of Ioan Iosif and his wife Eugenia Iosif.","Mathias, Charles McC., Jr. [Sen.-R-MD] (Introduced 10/13/1978)",Republican,10/13/1978,"Senate - Judiciary","Referred to Senate Committee on the Judiciary.",10/13/1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Private Legislation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Declares two individuals lawfully admitted to the United States for permanent residence, under the Immigration and Nationality Act.",,,,,,
"S. 3602",https://www.congress.gov/bill/95th-congress/senate-bill/3602,"95th Congress (1977-1978)","A Bill for the relief of Eurith Lloyd.","Mathias, Charles McC., Jr. [Sen.-R-MD] (Introduced 10/13/1978)",Republican,10/13/1978,"Senate - Judiciary","Referred to Senate Committee on the Judiciary.",10/13/1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Private Legislation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Declares a certain individual lawfully admitted to the United States for permanent residence, under the Immigration and Nationality Act.",,,,,,
"S. 3600",https://www.congress.gov/bill/95th-congress/senate-bill/3600,"95th Congress (1977-1978)","A Bill to amend the Internal Revenue Code of 1954 to exempt from Federal income taxation a trust established by a taxpayer for the purpose of providing care for certain mentally and physically incompetent relatives of the taxpayer, and for other purposes.","Wallop, Malcolm [Sen.-R-WY] (Introduced 10/13/1978)",Republican,10/13/1978,"Senate - Finance","Referred to Senate Committee on Finance.",10/13/1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Disabled,"Exceptional children",Families,"Income tax","Mentally handicapped","Tax exclusion",Taxation,"Trusts and trustees",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Amends the Internal Revenue Code to exempt from taxation the income of certain trusts established solely to care for mentally or physically handicapped relatives. Provides that distributions from such trusts which are paid to another individual for the care and maintenance of the trust beneficiary shall be excludable from the gross income of such beneficiary. <p>Permits a deduction from the gross estate of the grantor of a trust for a mentally or physically handicapped relative an amount equal to the interest which such grantor holds in the trust.",,,,,,
"S. 3599",https://www.congress.gov/bill/95th-congress/senate-bill/3599,"95th Congress (1977-1978)","A Bill entitled ""The National Space and Aeronautics Policy Act of 1978""","Schmitt, Harrison H. [Sen.-R-NM] (Introduced 10/13/1978)",Republican,10/13/1978,"Senate - Commerce, Science, and Transportation","Referred to Senate Committee on Commerce, Science, and Transportation.",10/13/1978,"Goldwater, Barry [Sen.-R-AZ]","Hayakawa, Samuel Ichiye [Sen.-R-CA]","Wallop, Malcolm [Sen.-R-WY]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Aeronautics,Astronautics,"Communication satellites","Government Operations and Politics","Information services","Research and development","Science and technology","Science, Technology, Communications",Space,"Space exploration","Space policy","Space programs","Space stations",,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p><b>Title I:  Declaration of Policy</b> - Establishes a comprehensive national civilian space and aeronautics policy to provide the basis for a world information system, an orbital civilization, exploration of the solar system and the development of other space and aeronautical activities. <p><b>Title II:  National Space and Aeronautics Policy</b> - Sets forth national space and aeronautics principles in order to achieve the peaceful expansion of space and atmospheric environments for the benefit of mankind and the nation. <p><b>Title III:  Program</b> - Directs the National Aeronautics and Space Administration NASA, in cooperation with private, governmental, and international groups, to pursue aggressive research and systems development in space and aeronautics science and technology.  Specifies programs and target dates for the achievement of such research and systems development. <p>Directs the Administrator of NASA, together with the Director of the Office of Science and Technology Policy, in consultation with appropriate Federal agencies, to develop and submit to Congress a 30-year plan including proposed annual funding requirements and a detailed research and development schedule.  Requires status reports and revisions to the plan to be submitted every year along with the budget request beginning the third year after the enactment of this Act. <p>Authorizes funds necessary to carry out the provisions of this Act.",,,,,,
"S. 3598",https://www.congress.gov/bill/95th-congress/senate-bill/3598,"95th Congress (1977-1978)","A Bill for the relief of Mustafa A. Shamsedin.","Thurmond, Strom [Sen.-R-SC] (Introduced 10/13/1978)",Republican,10/13/1978,"Senate - Judiciary","Referred to Senate Committee on the Judiciary.",10/13/1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Private Legislation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Declares a certain individual lawfully admitted to the United States for permanent residence, under the Immigration and Nationality Act.",,,,,,
"S. 3596",https://www.congress.gov/bill/95th-congress/senate-bill/3596,"95th Congress (1977-1978)","A bill to provide expanded readjustment benefits for Vietnam-era veterans by promoting employment of such veterans through tax credits and job vouchers; by providing increased funding and improved programs for health and psychological care for such veterans, by improving education assistance under the GI Bill for such veterans, and for other purposes.","Heinz, John [Sen.-R-PA] (Introduced 10/12/1978)",Republican,10/12/1978,"Senate - Veterans' Affairs","Referred to Senate Committee on Veterans' Affairs.",10/12/1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Advisory bodies","Alcoholic beverages",Alcoholism,"Armed Forces and National Security","Drug abuse","Drug abuse prevention","Drugs and military personnel","Drugs and narcotics",Education,"Federal advisory bodies",Health,"Health facilities",Hospitals,"Housing and Community Development","Income tax","Labor and Employment","Mental health","Military dependents","Survivors' benefits","Tax credits","Veterans' benefits","Veterans' education","Veterans' employment","Veterans' pensions","Vietnamese Conflict",,,,,,,,,,,,,,,1,H.R.14164,,,Senate,,"09/25/1978 Referred to House Committee on Ways and Means.",,,"<p>Vietnam Veterans Act - <b>Title I:  Employment</b> - Amends the Internal Revenue Code of 1954 to create a tax credit program for employers hiring eligible Vietnam-era veterans.  Defines eligible Vietnam-era veteran for purposes of this Act to include a food stamp requirement. <p>Provides that Vietnam veterans eligible for specified veterans' educational benefits may use up to 12 months of such benefits for employment assistance payments to non-Federal Government employers hiring such veterans.  Establishes eligibility requirements and guidelines for participating veterans and employers. <p><b>Title II: Health and Psychological Care</b> - Authorizes the Veterans' Administration to provide outpatient mental health services to Vietnam veterans with emotional or psychological civilian readjustment problems. <p>Directs the Administrator of Veterans' Affairs to establish a program of treatment for Vietnam-era veterans or members of their immediate families with alcohol or drug abuse problems. <p>Provides that any individual eligible for treatment in either of such readjustment or alcohol drug program may elect to have such treatment at any community health center providing such services under the Community Mental Health Centers Act.  Directs the Administrator to reimburse such centers for such treatment. <p>Authorizes any employee of the General Accounting Office assigned to duty in a Veterans' Administration health facility to act as ombudsman for the patients of such facility. <p><b>Title III:  GI Bill Education Assistance</b> - Extends the ten year delimiting period for veterans' educational assistance eligibility to January 1, 1984, for veterans discharged before December 31, 1970. <p>Revises the educational supplemental assistance allowance from a flat rate to one in which an eligible veteran pays the first $400 and the Veterans' Administration pays 50 percent of the next $1,200 in tuition and related fees for each school year. <p>Removes the requirement of State matching funds for veterans' accelerated payment of educational assistance allowances. <p><b>Title IV:  Administrative Costs for State Home Loan Programs</b> - Authorizes the Administrator to provide grants to States for start-up costs of veterans' home loan programs. <p><b>Title V: Commission to Study Veterans' Benefits</b> - Establishes the Commission on Veterans' Benefits to make a comprehensive study of United States laws providing benefits to veterans and their dependents, with particular attention to the needs of Vietnam veterans.",,,,,,
"S. 3594",https://www.congress.gov/bill/95th-congress/senate-bill/3594,"95th Congress (1977-1978)","A bill to amend the Tariff Schedules of the United States to provide duty-free treatment of any aircraft engine used as a temporary replacement for an aircraft engine being overhauled within the United States or for an aircraft engine being overhauled outside the United States by its manufacturer, if duty was paid on such replacement engine during a previous importation.","Dole, Robert J. [Sen.-R-KS] (Introduced 10/12/1978)",Republican,10/12/1978,"Senate - Finance","Referred to Senate Committee on Finance.",10/12/1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Aircraft,"Aircraft engines",Aviation,"Foreign Trade and International Finance","Import restrictions",Imports,Tariff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Amends the Tariff Schedules of the United States to permit the duty-free entry of any aircraft engine, previously imported and duty collected, used as a temporary replacement for an engine being overhauled, repaired, rebuilt, or reconditioned outside the United States by its manufacturer.",,,,,,
"S. 3592",https://www.congress.gov/bill/95th-congress/senate-bill/3592,"95th Congress (1977-1978)","A bill to repeal the Credit Control Act.","Helms, Jesse [Sen.-R-NC] (Introduced 10/12/1978)",Republican,10/12/1978,"Senate - Banking, Housing, and Urban Affairs","Referred to Senate Committee on Banking, Housing and Urban Affairs.",10/12/1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Credit,"Credit controls","Federal Reserve System","Finance and Financial Sector","Government Operations and Politics",Interest,"Interest rates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Repeals the Credit Control Act which authorizes the Board of Governors of the Federal Reserve System to regulate the interest rate and the volume of credit transactions.",,,,,,
"S. 3587",https://www.congress.gov/bill/95th-congress/senate-bill/3587,"95th Congress (1977-1978)","A Bill for the relief of Doctor Herman Sardjono and his wife, Erlanda Sardjono.","Danforth, John C. [Sen.-R-MO] (Introduced 10/10/1978)",Republican,10/10/1978,"Senate - Judiciary","Referred to Senate Committee on the Judiciary.",10/10/1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Private Legislation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Declares two individuals lawfully admitted to the United States for permanent residence, under the Immigration and Nationality Act.",,,,,,
"S. 3585",https://www.congress.gov/bill/95th-congress/senate-bill/3585,"95th Congress (1977-1978)","A Bill for the relief of Robinson J. Munoz, doctor of medicine.","Pearson, James B. [Sen.-R-KS] (Introduced 10/10/1978)",Republican,10/10/1978,"Senate - Judiciary","Referred to Senate Committee on the Judiciary.",10/10/1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Private Legislation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Declares a certain individual lawfully admitted to the United States for permanent residence, under the Immigration and Nationality Act.",,,,,,
"S. 3584",https://www.congress.gov/bill/95th-congress/senate-bill/3584,"95th Congress (1977-1978)","A Bill to amend the ""Joint Owners"" provision of the Patents Act Title 35, U.S.C. Sec. 262.","Bartlett, Dewey F. [Sen.-R-OK] (Introduced 10/09/1978)",Republican,10/09/1978,"Senate - Judiciary","Referred to Senate Committee on the Judiciary.",10/09/1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Commerce,"Patent agreements",Patents,"Patents, Trademarks, and Copyrights",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>States that the assignment of a part interest in a patent is voidable if that assignment does not contain a written provision which allows each joint owner of such patent to make, use, or sell the patented invention without the consent of the other owners.",,,,,,
"S. 3583",https://www.congress.gov/bill/95th-congress/senate-bill/3583,"95th Congress (1977-1978)","A Bill to prohibit the use of any name, official title, photograph, or other communication of any individual, public official, business association, or nonprofit organization without obtaining prior written consent.","Bartlett, Dewey F. [Sen.-R-OK] (Introduced 10/09/1978)",Republican,10/09/1978,"Senate - Judiciary","Referred to Senate Committee on the Judiciary.",10/09/1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Advertising,"Business and commerce",Commerce,"Consumer protection","Crime and Law Enforcement","Deceptive advertising",Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Unauthorized Use and Endorsement Act - Establishes criminal penalties for any person who:  (1) uses, in any printed material or any electronic communication, the name, official title, photograph, or other oral or written communication of any other person, without the person's prior written consent and knowledge; for (A) promoting or advertising the sale of products or services;  or (B) soliciting patronage or contributions;  or (2) directly or indirectly represents, orally, in writing , or by other means, that his products or services have been endorsed, used, or found satisfactory by another person, without that person's prior written consent and knowledge. <p>Authorizes the Federal Trade Commission to bring actions for injunctive relief and for a civil penalty up to $10,000 in an appropriate United States district court.  Allows a person who is the subject of an unauthorized representation, and any person who relies to their detriment on such representation, to bring a civil action in an appropriate United States district court, without regard to the amount in controversy, within two years from the date on which the action arises.",,,,,,
"S. 3582",https://www.congress.gov/bill/95th-congress/senate-bill/3582,"95th Congress (1977-1978)","A Bill to amend the Small Business Act by adding at the appropriate place an Employee Protection program.","Hatch, Orrin G. [Sen.-R-UT] (Introduced 10/09/1978)",Republican,10/09/1978,"Senate - Small Business (Select)","Referred to Senate Select Committee on Small Business.",10/09/1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Administrative procedure","Business and commerce",Commerce,"Department of the Treasury","Federal aid programs","Government Operations and Politics","Government regulation","Government trust funds","Labor and Employment","Small business",Underemployment,Unemployment,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Small Business Employee Protection Equalization Act - Directs the Security of Labor to make monthly payments for up to 36 months to eligible small business employees who have been deprived of employment or who have been adversely affected with respect to compensation by the effect on the employer of such employee of changes in the regulatory structure provided by Federal regulatory bodies. Makes eligible for such assistance all employees, except corporate officers or directors, serving for at least four years in one or more small businesses. <p>Directs the Secretary, after consultation with the Small Business Administrator, to establish guidelines to determine the amount of such assistance.  Directs that such assistance provide displaced employees with:  (1) substantially the same wage and fringe benefit status provided by their jobs; (2) reimbursement for relocation expenses; and (3) reimbursement for loss sustained in the sale of their principal place of residence. <p>Reduces the amount of assistance available to displaced employees who refuse to accept comparable employment. <p>Requires small businesses, in hiring employees, to give preference to the terminated or furloughed employees of another small business. <p>Establishes the Small Business Employees Protective Account within the Treasury of the United States in order to make such assistance payments.",,,,,,
"S. 3577",https://www.congress.gov/bill/95th-congress/senate-bill/3577,"95th Congress (1977-1978)","A bill to amend the Public Buildings Act of 1959, as amended, and for other purposes.","Stafford, Robert T. [Sen.-R-VT] (Introduced 10/07/1978)",Republican,10/07/1978,"Senate - Environment and Public Works","Referred to Senate Committee on Environment and Public Works.",10/07/1978,"Moynihan, Daniel Patrick [Sen.-D-NY]","Randolph, Jennings [Sen.-D-WV]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Congress,"Congressional oversight","Federal installations","Federal office buildings","Government Operations and Politics","Government property","Government records, documents, and information",Planning,"Public Lands and Natural Resources",Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Amends the Public Buildings Act of 1959 to require the Administrator of General Services to report annually to the Senate Committee on Environment and Public Works and the House of Representatives Committee on Public Works and Transportation concerning:  (1) long-range plans for the acquisition and use of space; and (2) real property owned by and leased to the United States.",,,,,,
"S. 3576",https://www.congress.gov/bill/95th-congress/senate-bill/3576,"95th Congress (1977-1978)","A Bill to amend the Public Buildings Act of 1949, as amended, and for other purposes.","Stafford, Robert T. [Sen.-R-VT] (Introduced 10/07/1978)",Republican,10/07/1978,"Senate - Environment and Public Works","Referred to Senate Committee on Environment and Public Works.",10/07/1978,"Moynihan, Daniel Patrick [Sen.-D-NY]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Federal office buildings","Government Operations and Politics",Names,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Repeals that section of the Public Buildings Act of 1949 which authorized the Administrator of General Services to name or rename any building under the custody and control of the GSA.",,,,,,
"S. 3575",https://www.congress.gov/bill/95th-congress/senate-bill/3575,"95th Congress (1977-1978)","A Bill to amend the Public Buildings Act of 1959, as amended, and for other purposes.","Stafford, Robert T. [Sen.-R-VT] (Introduced 10/07/1978)",Republican,10/07/1978,"Senate - Environment and Public Works","Referred to Senate Committee on Environment and Public Works.",10/07/1978,"Moynihan, Daniel Patrick [Sen.-D-NY]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Decision making in public administration","Environmental Protection","Federal office buildings","Government Operations and Politics","Productivity in government",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Amends the Public Buildings Act of 1959 to require the Administrator of General Services, in constructing, acquiring, assigning, and utilizing office buildings and space, to be guided by the following criteria:  (1) economical provision of space; (2) efficient performance of missions and programs; (3) maximum use of existing Government-owned permanent buildings; (4) consideration to the use of historically, architecturally, or culturally significant buildings; (5) encouragement of community development; (6) conservation of existing urban resources; and (7) improvement of community social, economic, environmental, and cultural conditions.",,,,,,
"S. 3574",https://www.congress.gov/bill/95th-congress/senate-bill/3574,"95th Congress (1977-1978)","A Bill to amend the Public Buildings Act of 1959, as amended, and for other purposes.","Stafford, Robert T. [Sen.-R-VT] (Introduced 10/07/1978)",Republican,10/07/1978,"Senate - Environment and Public Works","Referred to Senate Committee on Environment and Public Works.",10/07/1978,"Gravel, Mike [Sen.-D-AK]","Randolph, Jennings [Sen.-D-WV]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Building construction","Construction costs","Cost overruns","Federal office buildings","Government Operations and Politics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Amends the Public Buildings Act of 1959 to authorize the Administrator of General Services, when the cost of a project exceeds the estimated maximum cost, to:  (1) increase expenditures by no more than ten percent of the estimated maximum cost; or (2) decrease by no more than ten percent the number of gross square feet to be constructed.",,,,,,
"S. 3573",https://www.congress.gov/bill/95th-congress/senate-bill/3573,"95th Congress (1977-1978)","A Bill to amend the Public Buildings Act of 1959, as amended, and for other purposes.","Stafford, Robert T. [Sen.-R-VT] (Introduced 10/07/1978)",Republican,10/07/1978,"Senate - Environment and Public Works","Referred to Senate Committee on Environment and Public Works.",10/07/1978,"Moynihan, Daniel Patrick [Sen.-D-NY]","Randolph, Jennings [Sen.-D-WV]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Congressional oversight","Federal office buildings","Government Operations and Politics","Government property",Property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.14406,,,Senate,,"10/15/1978 Referred to House Committee on Public Works and Transportation.",,,"<p>Amends the Public Buildings Act of 1959 by forbidding the exchange of property valued greater than $500,000 unless the exchange is approved by the Senate Committee on Environment and Public Works and the House of Representatives Committee on Public Works and Transportation.",,,,,,
"S. 3572",https://www.congress.gov/bill/95th-congress/senate-bill/3572,"95th Congress (1977-1978)","A Bill to amend the Public Buildings Act of 1959, as amended, and for other purposes.","Stafford, Robert T. [Sen.-R-VT] (Introduced 10/07/1978)",Republican,10/07/1978,"Senate - Environment and Public Works","Referred to Senate Committee on Environment and Public Works.",10/07/1978,"Moynihan, Daniel Patrick [Sen.-D-NY]","Randolph, Jennings [Sen.-D-WV]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Congress,"Congressional oversight","Federal office buildings","Government Operations and Politics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Amends the Public Buildings Act of 1959 to prohibit any appropriation greater than $500,000 for the alteration of any building leased for use as a public building without the prior approval of the Senate Committee on Environment and Public Works and the House Committee on Public Works and Transportation.",,,,,,
