"Downloaded on",03/04/2025,"18:44:01 EST"
"Search URL",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22chamber%22%3A%22Senate%22%2C%22type%22%3A%22bills%22%2C%22party%22%3A%5B%22Republican%22%2C%22Independent%22%5D%2C%22congress%22%3A%5B%22112%22%5D%7D

,"Resize row height to view Amendment Text (Latest) as Excel may have collapsed cells with large texts."

"Legislation Number",URL,Congress,Title,Sponsor,"Party of Sponsor","Date of Introduction",Committees,"Latest Action","Latest Action Date",Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,"Number of Cosponsors",Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,"Number of Related Bills","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill Relationships Identified by","Related Bill Relationships Identified by","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Latest Summary","Amends Bill","Date Offered","Date Submitted","Date Proposed","Amendment Text (Latest)","Amends Amendment"
"S. 582",https://www.congress.gov/bill/112th-congress/senate-bill/582,"112th Congress (2011-2012)","A bill to establish a point of order against any efforts to reduce benefits paid to Social Security recipients, raise the retirement age, or create private retirement accounts under title II of the Social Security Act.","Sanders, Bernard [Sen.-I-VT] (Introduced 03/15/2011)",Independent,03/15/2011,"Senate - Rules and Administration","Read twice and referred to the Committee on Rules and Administration.",03/15/2011,"Lautenberg, Frank R. [Sen.-D-NJ]","Mikulski, Barbara A. [Sen.-D-MD]","Akaka, Daniel K. [Sen.-D-HI]","Boxer, Barbara [Sen.-D-CA]","Stabenow, Debbie [Sen.-D-MI]","Brown, Sherrod [Sen.-D-OH]","Whitehouse, Sheldon [Sen.-D-RI]","Begich, Mark [Sen.-D-AK]","Blumenthal, Richard [Sen.-D-CT]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Congress,"Inflation and prices","Legislative rules and procedure","Social security and elderly assistance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.1118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRS,,"03/16/2011 Referred to the House Committee on Rules.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Social Security Protection Act of 2011 - Makes it out of order in the Senate or the House of Representatives to consider any legislation that: (1) increases the retirement age or the early retirement age for individuals receiving benefits under title II (Old Age, Survivors, and Disability Insurance) (OASDI) of the Social Security Act on or after the enactment of this Act; (2) reduces cost-of-living increases for them; (3) reduces benefit payment amounts for them; or (4) creates private retirement accounts for any of the OSADI benefits they receive.</p> ",,,,,,
"S. 581",https://www.congress.gov/bill/112th-congress/senate-bill/581,"112th Congress (2011-2012)","A bill to amend the Child Care and Development Block Grant Act of 1990 to require criminal background checks for child care providers.","Burr, Richard [Sen.-R-NC] (Introduced 03/15/2011)",Republican,03/15/2011,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",03/15/2011,"Enzi, Michael B. [Sen.-R-WY]","Brown, Sherrod [Sen.-D-OH]","Mikulski, Barbara A. [Sen.-D-MD]","Rubio, Marco [Sen.-R-FL]","Begich, Mark [Sen.-D-AK]","Hoeven, John [Sen.-R-ND]","Roberts, Pat [Sen.-R-KS]","Bennet, Michael F. [Sen.-D-CO]","Kirk, Mark Steven [Sen.-R-IL]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Child care and development","Child safety and welfare","Crimes against children","Criminal justice information and records",Families,"Personnel records","Sex offenses",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,H.R.1711,H.R.1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRS,,"05/20/2011 Referred to the Subcommittee on Early Childhood, Elementary, and Secondary Education.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Child Care Protection Act of 2011 - Amends the Child Care and Development Block Grant Act of 1990 to require states that receive funds under such Act to: (1) require and conduct criminal background checks for staff members of child care providers; (2) prohibit the employment of a child care staff member who refuses to consent to a criminal background check, makes a false statement in connection with such background check, is registered as a sex offender, or is a convicted felon involving certain crimes; and (3) provide criminal background checks to child care providers upon request. Imposes a financial penalty on states that fail to comply substantially with the requirements of this Act. </p>",,,,,,
"S. 577",https://www.congress.gov/bill/112th-congress/senate-bill/577,"112th Congress (2011-2012)","A bill to amend the Internal Revenue Code of 1986 to clarify eligibility for the child tax credit.","Vitter, David [Sen.-R-LA] (Introduced 03/15/2011)",Republican,03/15/2011,"Senate - Finance","Read twice and referred to the Committee on Finance.",03/15/2011,"Sessions, Jeff [Sen.-R-AL]","Boozman, John [Sen.-R-AR]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Income tax credits","Tax administration and collection, taxpayers","Tax treatment of families",Taxation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.3444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRS,,"11/16/2011 Referred to the House Committee on Ways and Means.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Child Tax Credit Integrity Preservation Act of 2011 - Amends the Internal Revenue Code to expand the identification requirements for the child tax credit to require taxpayers to provide valid identification numbers on their tax returns in addition to the names and identification numbers of each qualifying child.</p>",,,,,,
"S. 574",https://www.congress.gov/bill/112th-congress/senate-bill/574,"112th Congress (2011-2012)","A bill to amend the Internal Revenue Code of 1986 to allow individuals to designate that up to 10 percent of their income tax liability be used to reduce the national debt, and to require spending reductions equal to the amounts so designated.","McCain, John [Sen.-R-AZ] (Introduced 03/15/2011)",Republican,03/15/2011,"Senate - Finance","Read twice and referred to the Committee on Finance.",03/15/2011,"Rubio, Marco [Sen.-R-FL]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Budget deficits and national debt","Budget process","Government trust funds","Tax administration and collection, taxpayers",Taxation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRS,,"02/10/2011 Referred to the Committee on Ways and Means, and in addition to the Committee on the Budget, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Debt Buy-Down Act - Amends the Internal Revenue Code to allow individual taxpayers to designate up to 10% of their adjusted income tax liability for the reduction of the public debt.</p> <p>Establishes in the Treasury the Public Debt Reduction Trust Fund to hold tax revenues generated by this Act for the reduction of the public debt. </p> <p>Amends the Balanced Budget and Emergency Deficit Control Act of 1985 to require a sequestration of federal spending equivalent to the estimated aggregate amount designated by taxpayers under this Act to reduce the public debt. Prohibits any reduction in social security retirement benefits, veterans benefits, or interest payments on federal debt as a result of any such sequestration.</p>",,,,,,
"S. 573",https://www.congress.gov/bill/112th-congress/senate-bill/573,"112th Congress (2011-2012)","A bill to establish a harbor maintenance block grant program to provide maximum flexibility to each State to carry out harbor maintenance and deepening projects in the State, to require transparency for water resources development projects carried out by the Corps of Engineers, and for other purposes.","DeMint, Jim [Sen.-R-SC] (Introduced 03/14/2011)",Republican,03/14/2011,"Senate - Environment and Public Works","Read twice and referred to the Committee on Environment and Public Works.",03/14/2011,"Graham, Lindsey [Sen.-R-SC]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Advisory bodies","Army Corps of Engineers","Congressional oversight","Floods and storm protection","Government information and archives","Government trust funds","Hydrology and hydrography","Navigation, waterways, harbors","State and local finance","Water Resources Development","Water resources funding",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Corps of Engineers Reform Act of 2011 - Directs the Secretary of the Army, acting through the Chief of Engineers, to establish a program to make grants to states to carry out harbor maintenance and deepening projects in accordance with the priorities determined by each participating state. Amends the Internal Revenue Code to establish in the Harbor Maintenance Trust Fund a separate State Harbor Maintenance Block Grant Account to fund such grant program. Requires the chief executive officer of a state to designate a state agency to administer the financial assistance received, develop the state plan to be submitted to the Secretary, hold at least one hearing to provide the public an opportunity to comment, and coordinate the implementation of harbor maintenance projects with applicable federal, state, and local agencies. </p> <p>Directs the Secretary to: (1) coordinate all activities of the Department of Defense (DOD) relating to harbor maintenance activities and to coordinate with similar activities of other federal entities; (2) provide technical assistance to states in carrying out this Act; (2) review state compliance with this Act and with the plan approved for the state and terminate payments to the state for noncompliance; and (3) allot to each participating state, for each fiscal year, an amount equal to the proportion that the amounts collected in the state for deposit in the State Harbor Maintenance Block Grant Account for that fiscal year bears to the total amount of funds in that Account. Provides for a pro rata reduction of allotments in the event of insufficient funds. </p> <p>Directs the Secretary to publish: (1) annually, a list describing each authorized water resources project of the Corps of Engineers in the Federal Register and on a publicly available website, and (2) a list describing each water resources study or project of the Corps that is no longer authorized. </p> <p>Establishes a Water Resources Commission to make recommendations for the means by which to prioritize water resources projects of the Corps and prioritize Corps water resources projects that are not being carried out under a continuing authorities program. </p>",,,,,,
"S. 566",https://www.congress.gov/bill/112th-congress/senate-bill/566,"112th Congress (2011-2012)","A bill to provide for the establishment of the National Volcano Early Warning and Monitoring System.","Murkowski, Lisa [Sen.-R-AK] (Introduced 03/14/2011)",Republican,03/14/2011,"Senate - Energy and Natural Resources","Committee on Energy and Natural Resources Subcommittee on Public Lands and Forests. Hearings held. With printed Hearing: S.Hrg. 112-39.",05/18/2011,"Hutchison, Kay Bailey [Sen.-R-TX]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Advisory bodies","Department of the Interior","Earth sciences","Emergency Management","Executive agency funding and structure","Government information and archives","Natural disasters","Research administration and funding",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     <p>National Volcano Early Warning and Monitoring Program Act - Directs the Secretary of the Interior to establish within the United States Geological Survey (USGS) a National Volcano Early Warning and Monitoring Program, consisting of a national volcano watch office and data center, to oversee and coordinate the activities of USGS regional volcano watch and data centers. Sets forth as Program purposes: (1) to monitor and study volcanic activity throughout the United States at a level commensurate with the threat, and (2) to warn and protect people and property from harm.</p> <p>Requires the Secretary to prepare a management plan for the Program, which shall include: (1) annual cost estimates of operating the Program and updating the data collection, monitoring, and analysis systems; (2) annual standards and performance goals; and (3) recommendations for establishing or enhancing partnerships with state agencies or universities.</p> <p>Authorizes the Secretary to enter into cooperative agreements or partnerships under which state agencies or universities are designated as volcano observatory partners for the Program. Directs the Secretary to coordinate activities under this Act with the heads of relevant federal agencies, including the Secretary of Transportation (DOT), the Secretary of Commerce, the Administrator of the Federal Aviation Administration (FAA), and the Director of the Federal Emergency Management Administration (FEMA).</p> <p>Authorizes the Secretary to establish a competitive grant program to support research and monitoring of volcanic activities in furtherance of this Act.<br> </p>",,,,,,
"S. 561",https://www.congress.gov/bill/112th-congress/senate-bill/561,"112th Congress (2011-2012)","A bill for the relief of Ashley Ross Fuller.","Enzi, Michael B. [Sen.-R-WY] (Introduced 03/10/2011)",Republican,03/10/2011,"Senate - Judiciary","Read twice and referred to the Committee on the Judiciary.",03/10/2011,"Barrasso, John [Sen.-R-WY]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Private Legislation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Provides for the relief of Ashley Ross Fuller.",,,,,,
"S. 556",https://www.congress.gov/bill/112th-congress/senate-bill/556,"112th Congress (2011-2012)","A bill to amend the securities laws to establish certain thresholds for shareholder registration, and for other purposes.","Hutchison, Kay Bailey [Sen.-R-TX] (Introduced 03/10/2011)",Republican,03/10/2011,"Senate - Banking, Housing, and Urban Affairs","Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",03/10/2011,"Pryor, Mark L. [Sen.-D-AR]","Boozman, John [Sen.-R-AR]","Chambliss, Saxby [Sen.-R-GA]","Vitter, David [Sen.-R-LA]","McCaskill, Claire [Sen.-D-MO]","Crapo, Mike [Sen.-R-ID]","Blunt, Roy [Sen.-R-MO]","Moran, Jerry [Sen.-R-KS]","Toomey, Patrick [Sen.-R-PA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Administrative law and regulatory procedures","Congressional oversight","Finance and Financial Sector","Government studies and investigations",Securities,"Securities and Exchange Commission (SEC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,H.R.4088,S.1941,H.R.1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRS,,"02/24/2012 Referred to the House Committee on Financial Services.","12/05/2011 Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.","11/07/2011 Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 223.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Amends the Securities Exchange Act of 1934&nbsp;regarding registration of securities to modify the registration threshold for an issuer that is either a bank or a bank holding company as well as for an issuer that is neither a bank nor a bank holding company. <p>Raises from $1 million to $10 million the threshold for total assets of an issuer that requires registration of a certain class of equity security. Divides the holding threshold that requires registration of such a class of equity security, however, into: (1) 2,000 holders of record if the issuer is a bank or a bank holding company, and (2) 500 holders of record if the issuer is neither. <p>Requires termination of a security registration in the case of a bank or a bank holding company if the the number of holders of record of the class of security is reduced to less than 1,200. <p>Directs the Chief Economist and the&nbsp;Director of the Division of Corporation Finance of the Securities and Exchange Commission (SEC) to study and make a cost-benefit analysis of shareholder registration thresholds.</p>",,,,,,
"S. 554",https://www.congress.gov/bill/112th-congress/senate-bill/554,"112th Congress (2011-2012)","A bill to prohibit the use of Department of Justice funds for the prosecution in Article III courts of the United States of individuals involved in the September 11, 2001, terrorist attacks.","Graham, Lindsey [Sen.-R-SC] (Introduced 03/10/2011)",Republican,03/10/2011,"Senate - Judiciary","Read twice and referred to the Committee on the Judiciary.",03/10/2011,"Brown, Scott P. [Sen.-R-MA]","Ayotte, Kelly [Sen.-R-NH]","Rubio, Marco [Sen.-R-FL]","Sessions, Jeff [Sen.-R-AL]","Vitter, David [Sen.-R-LA]","Coburn, Tom [Sen.-R-OK]","Lee, Mike [Sen.-R-UT]","Roberts, Pat [Sen.-R-KS]","Hutchison, Kay Bailey [Sen.-R-TX]","Grassley, Chuck [Sen.-R-IA]","McCain, John [Sen.-R-AZ]","Lieberman, Joseph I. [Sen.-ID-CT]","Ensign, John [Sen.-R-NV]","Alexander, Lamar [Sen.-R-TN]","Chambliss, Saxby [Sen.-R-GA]","Burr, Richard [Sen.-R-NC]","Johanns, Mike [Sen.-R-NE]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,Appropriations,"Crime and Law Enforcement","Criminal investigation, prosecution, interrogation","Jurisdiction and venue","Military law",Terrorism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Prohibits any funds appropriated or made available to the Department of Justice (DOJ) from being used to commence or continue a prosecution in an Article III court of any individual suspected of involvement in the attacks on the United States and its citizens on September 11, 2001, who is not a citizen of the United States and is subject to the jurisdiction of a military commission.</p>",,,,,,
"S. 553",https://www.congress.gov/bill/112th-congress/senate-bill/553,"112th Congress (2011-2012)","A bill to provide for the review of challenges to the detention of unprivileged enemy belligerents and for other purposes.","Graham, Lindsey [Sen.-R-SC] (Introduced 03/10/2011)",Republican,03/10/2011,"Senate - Judiciary","Read twice and referred to the Committee on the Judiciary.",03/10/2011,"McCain, John [Sen.-R-AZ]","Chambliss, Saxby [Sen.-R-GA]","Burr, Richard [Sen.-R-NC]","Ayotte, Kelly [Sen.-R-NH]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"Caribbean area","Conflicts and wars","Criminal investigation, prosecution, interrogation","Criminal procedure and sentencing",Cuba,"Detention of persons","District of Columbia","Evidence and witnesses","Federal district courts","Immigration status and procedures","Judicial review and appeals","Jurisdiction and venue","Latin America",Law,"Lawyers and legal services","Military education and training","Military facilities and property","Military law",Terrorism,"Visas and passports",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Detention of Unprivileged Enemy Belligerents Act - Reaffirms that: (1) the United States is in an armed conflict with the Taliban, al Qaeda, and associated forces and that those entities continue to pose a threat to the United States and its citizens, both domestically and abroad; and (2) the President is authorized to detain unprivileged enemy belligerents in connection with the continuing armed conflict with the Taliban, al Qaeda, and associated forces, regardless of the place of capture, until the termination of hostilities.</p> <p>Sets forth standards for habeas corpus review for any individual who is held by the United States at Naval Station, Guantanamo Bay, Cuba, or whom the United States otherwise holds or seeks to hold as an unprivileged enemy belligerent, and who is subject to the habeas corpus jurisdiction of the federal courts (covered individual). Defines ""unprivileged enemy belligerent"" as an individual who has engaged in hostilities against the United States or its coalition partners, who has purposefully and materially supported hostilities against the United States or its coalition partners, or who was a member of, part of, or operated in a clandestine, covert, or military capacity on behalf of, the Taliban, al Qaeda, or associated forces. </p> <p>Grants the U.S. District Court for the District of Columbia exclusive jurisdiction and venue for consideration of applications for habeas corpus by or on behalf of a covered individual. Limits the scope of such jurisdiction to challenges to the legality of the continued detention of a covered individual, excluding claims relating to the detention, transfer, treatment, trial, or conditions of confinement of such individual, or any other action against the United States or its agents. Sets forth requirements and criteria relating to: (1) the federal government's burden of proof in habeas corpus proceedings involving a covered individual; (2) discovery of documents and protection of national security information; (3) evidentiary matters, including the exclusion of statements made by a covered individual obtained by torture or by cruel, inhuman or degrading treatment; and (4) limitations on second or successive habeas corpus applications. Imposes a stay on pending applications for habeas corpus until military commission proceedings have been exhausted.</p> <p>Prohibits: (1) any court from ordering the release of a covered individual into the United States, its territories, or possessions; (2) the Secretary of State from issuing any visa to, or the Secretary of Homeland Security (DHS) from admitting or providing any type of immigration status to, a covered individual that may permit such individual to enter, be admitted to, or otherwise be at liberty in the United States; and (3) the Attorney General or the DHS Secretary from paroling into the United States any alien who was being detained by the Department of Defense (DOD) at Guantanamo Bay Naval Base as of January 1, 2009.</p> <p> Denies any court, justice, or judge jurisdiction to hear or consider an application for a writ of habeas corpus filed by or on behalf of an alien detained by the United States who is awaiting a status determination under the law of war, except in the case of undue delay. </p>",,,,,,
